Musée de l'Armée,0.1148091300688221
Musée de l'Assistance Publique Hôpitaux de Paris,0.09337376838144278
Musée des Arts Décoratifs - Musée de la Publicité,0.09337376838144278
Musée national des Arts et Métiers,0.1464425409714314
Tour de Jean-sans-Peur,0.09337376838144278
Musée Gustave Moreau,0.09337376838144278
Visite des Égouts de Paris,0.09337376838144278
Musée Grévin,0.5071842352824677
Musée Edith Piaf,0.09337376838144278
Espace Dali,0.09337376838144278
Cité des Sciences et de l'Industrie,0.33027182254790316
Maison de Victor Hugo,0.11718572065158192
Maison Européenne de la Photographie,0.09337376838144278
Musée de l'Eventail,0.09337376838144278
Musée de la Poupée,0.09337376838144278
Catacombes de Paris,1.0
Musée du Petit Palais,0.2526018715650839
Musée de la Légion d'Honneur et des Ordres de Chevalerie,0.09337376838144278
Musée de la Poste,0.09337376838144278
Galerie-musée Baccarat,0.09337376838144278
Salle des collections,0.09337376838144278
Choco-Story - Le musée gourmand du chocolat,0.09337376838144278
Cité de l'architecture et du patrimoine,0.11111056097440214
Musée de la Marine,0.09337376838144278
Musée de la franc-maçonnerie,0.09337376838144278
Musée de la Contrefaçon,0.09337376838144278
Musée Dapper,0.09337376838144278
Musée des Arts Forains,0.1365450314403129
Musée Arménien de France,0.09337376838144278
Musée Valentin Haüy,0.09337376838144278
Musée des Lettres et Manuscrits,0.09337376838144278
Bibliothèque-Musée de l'Opéra,0.09337376838144278
Musée National d'Art Moderne,0.09337376838144278
Institut des Lettres et Manuscrits,0.09337376838144278
Musée de l'Ordre de la Libération,0.09337376838144278
Musée des Plans-reliefs,0.09337376838144278
Pinacothèque de Paris 2,0.09337376838144278
Musée de l'Homme,0.16668317076793585
Boutique du Musée de la Poste,0.09337376838144278
Musée National de l'Histoire de l'Immigration,0.09337376838144278
